PlayerID,Name,Country,Position,Club,Season,Salary
2084,Leo Bakker,Germany,Left Winger,Bayer 04 Leverkusen,2022,3352263
2085,Mateo Bakker,England,Central Midfield,Real Sociedad,2024,6192675
2086,Enzo Muller,France,Goalkeeper,Everton FC,2022,7177526
2087,Owen Fernandez,France,Right-Back,FC Barcelona,2024,21889347
2088,Antonio Muller,Italy,Right Winger,Aston Villa,2024,16315278
2089,Owen Muller,England,Right Winger,Villarreal CF,2024,913482
2090,Florian Fernandez,Brazil,Attacking Midfield,Arsenal FC,2024,31759647
2091,Leo Dubois,Brazil,Left-Back,Chelsea FC,2022,24518452
2092,Sven Fernandez,Italy,Right-Back,West Ham United,2023,8808416
2093,Florian Garcia,Germany,Left-Back,Inter Milan,2022,26211130
2094,Javier Santos,Spain,Right-Back,Villarreal CF,2023,6697663
2095,Florian Fernandez,Netherlands,Right-Back,AS Roma,2022,10218093
2096,Florian Silva,Spain,Goalkeeper,Inter Milan,2022,16609553
2097,Kai Bakker,Spain,Left Winger,Villarreal CF,2022,8040506
2098,Sven Garcia,Brazil,Left Winger,Tottenham Hotspur,2022,18488335
2099,Javier Schmidt,Portugal,Left Winger,Crystal Palace,2024,7413282
2100,Owen Garcia,England,Central Midfield,Olympique Marseille,2024,6399555
2101,Javier Bakker,Belgium,Right-Back,West Ham United,2024,8884511
2102,Arthur Garcia,Spain,Left Winger,SL Benfica,2022,7563801
2103,Arthur Schmidt,Brazil,Attacking Midfield,AS Roma,2024,15212072
2104,Diogo Silva,Germany,Attacking Midfield,Liverpool FC,2022,32976030
2105,Ben Fernandez,Argentina,Central Midfield,Olympique Lyon,2024,3322814
2106,Leo Silva,Brazil,Right-Back,Real Madrid,2023,23945091
2107,Mateo Jones,France,Central Midfield,AS Roma,2024,7794240
2108,Kai Rossi,Germany,Attacking Midfield,Man United,2024,48881511
2109,Diogo Muller,Germany,Centre-Back,SL Benfica,2022,2449741
2110,Arthur Rossi,France,Defensive Midfield,AC Milan,2024,12175093
2111,Florian Bakker,Spain,Centre-Back,Liverpool FC,2023,38900335
2112,Ben Jones,Germany,Centre-Forward,Man City,2023,62530423
2113,Kai Garcia,Brazil,Centre-Back,SL Benfica,2024,7902119
2114,Javier Brown,Netherlands,Right-Back,Borussia Dortmund,2024,11281643
2115,Ben Muller,Germany,Right-Back,AS Roma,2023,3418437
2116,Liam Dubois,Argentina,Left-Back,Olympique Marseille,2024,6136940
2117,Mateo Fernandez,England,Defensive Midfield,RB Leipzig,2024,11914893
2118,Enzo Schmidt,Portugal,Right-Back,FC Porto,2023,3398782
2119,Florian Schmidt,Portugal,Centre-Back,FC Barcelona,2024,15486914
2120,Diogo Williams,Spain,Goalkeeper,AS Roma,2024,11422561
2121,Owen Fernandez,Senegal,Attacking Midfield,Tottenham Hotspur,2022,11939572
2122,Diogo Brown,Italy,Defensive Midfield,Inter Milan,2024,27118919
2123,Ben Brown,Brazil,Left-Back,Olympique Lyon,2023,5801577
2124,Antonio Santos,Germany,Centre-Forward,Ajax Amsterdam,2023,8430983
2125,Owen Fernandez,Argentina,Centre-Forward,Arsenal FC,2022,31545878
2126,Enzo Dubois,England,Attacking Midfield,SSC Napoli,2022,11504568
2127,Florian Dubois,Germany,Attacking Midfield,Juventus FC,2024,33259976
2128,Kai Schmidt,Uruguay,Central Midfield,Paris Saint-Germain,2022,16973286
2129,Owen Fernandez,Germany,Central Midfield,AC Milan,2024,8668290
2130,Diogo Santos,France,Goalkeeper,Crystal Palace,2022,2114948
2131,Ben Costa,France,Right Winger,Paris Saint-Germain,2024,24057214
2132,Mateo Rossi,Brazil,Defensive Midfield,Paris Saint-Germain,2024,33215781
2133,Ben Jones,Wales,Defensive Midfield,AS Roma,2022,3971841
2134,Antonio Dubois,England,Left-Back,FC Porto,2023,12360250
2135,Sven Brown,Portugal,Left-Back,Everton FC,2022,7284071
2136,Sven Garcia,Portugal,Attacking Midfield,Aston Villa,2024,6757619
2137,Kai Bakker,France,Attacking Midfield,Ajax Amsterdam,2024,5734125
2138,Sven Silva,Croatia,Goalkeeper,West Ham United,2023,12270694
2139,Diogo Jones,Brazil,Goalkeeper,Chelsea FC,2024,22518927
2140,Javier Garcia,Spain,Attacking Midfield,Bayern Munich,2024,37252945
2141,Enzo Fernandez,France,Right Winger,Sevilla FC,2023,9965341
2142,Liam Garcia,Portugal,Attacking Midfield,Crystal Palace,2023,4178430
2143,Florian Garcia,Netherlands,Left-Back,Sevilla FC,2024,18503462
2144,Sven Garcia,Spain,Right-Back,Inter Milan,2023,24655156
2145,Javier Santos,England,Centre-Forward,Villarreal CF,2022,3333524
2146,Florian Muller,Italy,Goalkeeper,AC Milan,2024,7713762
2147,Hugo Costa,Nigeria,Centre-Back,Atlético de Madrid,2023,25861663
2148,Hugo Rossi,Portugal,Right-Back,Sevilla FC,2023,9996417
2149,Owen Costa,Argentina,Attacking Midfield,Olympique Lyon,2023,2807120
2150,Arthur Silva,Belgium,Left-Back,Chelsea FC,2024,11881873
2151,Antonio Garcia,England,Central Midfield,Olympique Marseille,2023,6982699
2152,Ben Schmidt,Italy,Central Midfield,Juventus FC,2023,28671735
2153,Diogo Dubois,Germany,Goalkeeper,West Ham United,2024,2308583
2154,Javier Santos,Spain,Central Midfield,Sevilla FC,2022,16550408
2155,Enzo Schmidt,Argentina,Right Winger,FC Porto,2022,9133977
2156,Owen Rossi,Germany,Central Midfield,Aston Villa,2022,6879272
2157,Hugo Muller,Argentina,Right-Back,FC Barcelona,2022,31360617
2158,Mateo Fernandez,Brazil,Centre-Forward,Paris Saint-Germain,2022,32028414
2159,Ben Brown,Brazil,Goalkeeper,Paris Saint-Germain,2023,28097997
2160,Sven Costa,Italy,Attacking Midfield,SL Benfica,2024,14582879
2161,Sven Jones,Colombia,Centre-Back,FC Porto,2022,12102754
2162,Liam Muller,Argentina,Goalkeeper,Bayern Munich,2023,41412298
2163,Hugo Santos,Portugal,Right Winger,Bayer 04 Leverkusen,2023,4629868
2164,Florian Bakker,Croatia,Left Winger,Aston Villa,2022,5210766
2165,Owen Dubois,France,Centre-Back,SL Benfica,2024,5035165
2166,Mateo Brown,France,Left Winger,Atlético de Madrid,2022,36187091
2167,Antonio Costa,England,Central Midfield,SL Benfica,2023,12593809
2168,Javier Brown,Brazil,Attacking Midfield,Inter Milan,2022,25541806
2169,Leo Muller,Senegal,Attacking Midfield,Borussia Dortmund,2023,15243049
2170,Mateo Schmidt,Italy,Centre-Back,Man City,2023,24435867
2171,Enzo Rossi,Italy,Defensive Midfield,Bayern Munich,2022,27133030
2172,Kai Costa,Netherlands,Right Winger,Olympique Lyon,2022,10390568
2173,Sven Schmidt,England,Left Winger,Villarreal CF,2024,4361640
2174,Diogo Garcia,France,Goalkeeper,Everton FC,2024,3428259
2175,Hugo Garcia,England,Left-Back,Real Madrid,2024,22849266
2176,Mateo Santos,Germany,Right-Back,Arsenal FC,2023,13683896
2177,Kai Dubois,France,Central Midfield,SL Benfica,2023,9454950
2178,Mateo Schmidt,Spain,Defensive Midfield,Liverpool FC,2024,25232648
2179,Leo Garcia,France,Central Midfield,Leicester City,2024,5347250
2180,Liam Jones,Brazil,Centre-Back,West Ham United,2023,10671671
2181,Owen Garcia,Portugal,Centre-Forward,AC Milan,2023,17640012
2182,Liam Williams,Spain,Centre-Back,Leicester City,2024,5642427
2183,Liam Costa,Netherlands,Defensive Midfield,Arsenal FC,2022,28271082
2184,Leo Dubois,France,Defensive Midfield,AC Milan,2024,7154406
2185,Diogo Garcia,Italy,Right-Back,Juventus FC,2024,10878606
2186,Ben Rossi,Germany,Attacking Midfield,Olympique Lyon,2022,2775543
2187,Liam Fernandez,Nigeria,Centre-Back,Everton FC,2023,8402039
2188,Antonio Jones,Argentina,Left-Back,Olympique Marseille,2023,6867816
2189,Ben Rossi,Belgium,Central Midfield,FC Barcelona,2022,26880976
2190,Ben Costa,Portugal,Central Midfield,Leicester City,2023,4173631
2191,Sven Costa,Spain,Centre-Forward,Olympique Marseille,2023,3701412
2192,Sven Silva,England,Left-Back,Villarreal CF,2022,6625287
2193,Antonio Brown,Croatia,Goalkeeper,Olympique Lyon,2024,5594006
2194,Diogo Fernandez,Spain,Goalkeeper,FC Porto,2022,9176819
2195,Leo Santos,France,Left Winger,Juventus FC,2024,30430820
2196,Hugo Costa,Colombia,Left Winger,AS Roma,2024,9538840
2197,Javier Rossi,Belgium,Centre-Forward,Real Sociedad,2024,1270599
2198,Leo Costa,England,Goalkeeper,Villarreal CF,2023,6600370
2199,Florian Jones,Belgium,Attacking Midfield,AC Milan,2022,8999604
2200,Javier Rossi,England,Central Midfield,Olympique Lyon,2024,7400898
2201,Mateo Muller,Portugal,Left Winger,Olympique Lyon,2022,9149229
2202,Florian Williams,Netherlands,Left-Back,Man United,2022,38816465
2203,Mateo Williams,Portugal,Defensive Midfield,Inter Milan,2022,22734084
2204,Mateo Williams,England,Right-Back,Juventus FC,2022,24709612
2205,Arthur Dubois,Belgium,Right-Back,Ajax Amsterdam,2023,6611543
2206,Liam Bakker,Spain,Left-Back,Man United,2023,37214866
2207,Leo Bakker,Belgium,Centre-Forward,Olympique Marseille,2023,3920784
2208,Mateo Schmidt,Spain,Defensive Midfield,Olympique Marseille,2024,5500499
2209,Florian Muller,Argentina,Defensive Midfield,Chelsea FC,2022,25742142
2210,Enzo Silva,Argentina,Goalkeeper,Borussia Dortmund,2022,6876874
2211,Arthur Bakker,Colombia,Defensive Midfield,Man City,2023,37316249
2212,Leo Garcia,Spain,Goalkeeper,SSC Napoli,2022,13665855
2213,Diogo Santos,Germany,Centre-Back,AC Milan,2022,10686859
2214,Ben Silva,Argentina,Left-Back,Olympique Marseille,2022,8295231
2215,Leo Muller,Brazil,Defensive Midfield,Man United,2022,47253156
2216,Florian Jones,Netherlands,Defensive Midfield,RB Leipzig,2023,12582041
2217,Florian Williams,Germany,Goalkeeper,Sevilla FC,2022,10723198
2218,Ben Costa,Nigeria,Right-Back,Aston Villa,2024,2312189
2219,Mateo Jones,France,Central Midfield,Atlético de Madrid,2022,18692209
2220,Diogo Rossi,Spain,Right-Back,Olympique Lyon,2024,6238476
2221,Mateo Bakker,France,Right-Back,Bayern Munich,2022,16293702
2222,Enzo Jones,France,Goalkeeper,AS Roma,2022,11204190
2223,Leo Silva,Spain,Centre-Forward,Everton FC,2024,2446414
2224,Liam Silva,Portugal,Goalkeeper,RB Leipzig,2024,8776765
2225,Ben Bakker,Wales,Centre-Forward,Man City,2024,53552016
2226,Hugo Santos,Germany,Attacking Midfield,Ajax Amsterdam,2024,8255388
2227,Mateo Dubois,Italy,Centre-Forward,AS Roma,2023,11120332
2228,Arthur Garcia,Italy,Right Winger,AS Roma,2023,13087037
2229,Hugo Schmidt,Brazil,Right Winger,Real Madrid,2024,35847701
2230,Florian Jones,Argentina,Left Winger,Crystal Palace,2024,6060333
2231,Owen Fernandez,Argentina,Right Winger,FC Barcelona,2024,28318791
2232,Owen Santos,Brazil,Goalkeeper,Chelsea FC,2022,30809804
2233,Mateo Williams,France,Centre-Back,Real Madrid,2023,36462684
2234,Mateo Garcia,Italy,Goalkeeper,RB Leipzig,2023,14322483
2235,Liam Muller,France,Right Winger,Crystal Palace,2023,5315455
2236,Florian Muller,Brazil,Left-Back,Man City,2023,47455518
2237,Owen Rossi,Brazil,Central Midfield,Olympique Lyon,2024,6655610
2238,Javier Jones,Argentina,Centre-Forward,SL Benfica,2022,4532361
2239,Florian Jones,Argentina,Right Winger,West Ham United,2022,11109395
2240,Arthur Rossi,France,Central Midfield,Bayern Munich,2023,35321980
2241,Antonio Muller,Spain,Defensive Midfield,Paris Saint-Germain,2024,24963449
2242,Javier Costa,Brazil,Right-Back,Man City,2023,17171784
2243,Florian Garcia,Netherlands,Attacking Midfield,Everton FC,2024,7407837
2244,Leo Jones,France,Goalkeeper,Arsenal FC,2022,16437108
2245,Florian Garcia,Spain,Left-Back,Real Madrid,2024,42367294
2246,Sven Fernandez,England,Central Midfield,Ajax Amsterdam,2024,2543530
2247,Diogo Williams,Spain,Defensive Midfield,Aston Villa,2024,8131667
2248,Florian Brown,Germany,Defensive Midfield,Inter Milan,2024,12385810
2249,Arthur Bakker,Portugal,Left Winger,West Ham United,2024,12605257
2250,Ben Brown,England,Right-Back,FC Barcelona,2023,30576908
2251,Mateo Bakker,Brazil,Defensive Midfield,AS Roma,2022,10322864
2252,Ben Silva,Spain,Left Winger,Atlético de Madrid,2024,38468671
2253,Mateo Muller,France,Defensive Midfield,Chelsea FC,2022,18712054
2254,Owen Brown,Brazil,Left-Back,Real Sociedad,2023,6639124
2255,Owen Muller,Brazil,Left Winger,Bayer 04 Leverkusen,2024,13988419
2256,Sven Silva,Brazil,Goalkeeper,Ajax Amsterdam,2024,12116114
2257,Sven Silva,Brazil,Goalkeeper,Aston Villa,2024,4690992
2258,Hugo Garcia,England,Centre-Back,Leicester City,2024,7657951
2259,Hugo Schmidt,Netherlands,Goalkeeper,Olympique Marseille,2024,4078966
2260,Mateo Fernandez,Argentina,Central Midfield,Tottenham Hotspur,2022,14890342
2261,Florian Schmidt,Colombia,Attacking Midfield,Villarreal CF,2024,5133252
2262,Leo Jones,Italy,Right Winger,RB Leipzig,2022,17936778
2263,Ben Schmidt,Argentina,Right Winger,Leicester City,2024,9288870
2264,Leo Dubois,Portugal,Attacking Midfield,West Ham United,2023,3136731
2265,Florian Muller,Portugal,Centre-Forward,Aston Villa,2022,9923667
2266,Leo Costa,Belgium,Central Midfield,Villarreal CF,2022,6840724
2267,Kai Williams,Germany,Centre-Back,RB Leipzig,2024,17369380
2268,Florian Brown,France,Central Midfield,Olympique Marseille,2022,8534286
2269,Ben Jones,Portugal,Right-Back,Olympique Marseille,2022,7757272
2270,Mateo Williams,Germany,Defensive Midfield,Bayern Munich,2022,52617068
2271,Ben Schmidt,France,Right Winger,Paris Saint-Germain,2022,56022556
2272,Kai Costa,France,Attacking Midfield,Bayern Munich,2022,49340444
2273,Kai Bakker,Belgium,Central Midfield,Villarreal CF,2022,7606197
2274,Liam Santos,France,Left-Back,Olympique Lyon,2023,8418852
2275,Florian Schmidt,Spain,Right-Back,Borussia Dortmund,2024,9983180
2276,Mateo Bakker,Spain,Left Winger,Ajax Amsterdam,2023,13515237
2277,Owen Brown,Germany,Right-Back,FC Barcelona,2023,28971010
2278,Owen Brown,Germany,Attacking Midfield,SL Benfica,2023,3387824
2279,Sven Rossi,Croatia,Goalkeeper,SSC Napoli,2022,9261262
2280,Enzo Silva,Netherlands,Central Midfield,Tottenham Hotspur,2023,8850609
2281,Florian Dubois,France,Attacking Midfield,Man City,2023,35979560
2282,Diogo Jones,England,Right Winger,Juventus FC,2023,28678761
2283,Ben Rossi,England,Centre-Back,FC Porto,2024,6937622
2284,Diogo Schmidt,Brazil,Left-Back,Bayer 04 Leverkusen,2024,12289723
2285,Hugo Bakker,Spain,Goalkeeper,Man United,2023,32695178
2286,Sven Jones,Portugal,Defensive Midfield,Everton FC,2024,1212961
2287,Liam Silva,France,Central Midfield,SL Benfica,2024,8580900
2288,Sven Jones,Argentina,Defensive Midfield,Olympique Lyon,2024,6116549
2289,Owen Fernandez,Netherlands,Central Midfield,Chelsea FC,2022,20019664
2290,Florian Garcia,Brazil,Attacking Midfield,Aston Villa,2022,7787807
2291,Leo Silva,Germany,Right-Back,Ajax Amsterdam,2023,10650745
2292,Hugo Costa,Netherlands,Right-Back,Leicester City,2024,8426438
2293,Javier Silva,France,Left Winger,Aston Villa,2022,12911202
2294,Kai Costa,Portugal,Defensive Midfield,Real Madrid,2024,19441662
2295,Enzo Dubois,Italy,Defensive Midfield,FC Barcelona,2024,24407618
2296,Mateo Williams,Brazil,Defensive Midfield,Tottenham Hotspur,2024,8315875
2297,Diogo Williams,Portugal,Left-Back,Bayer 04 Leverkusen,2022,2668388
2298,Enzo Brown,France,Left Winger,Paris Saint-Germain,2023,40870371
2299,Mateo Jones,Spain,Centre-Forward,Liverpool FC,2024,53997435
2300,Diogo Santos,Argentina,Left-Back,FC Porto,2024,2937867
2301,Javier Bakker,France,Attacking Midfield,Man United,2023,25019876
2302,Javier Rossi,Argentina,Defensive Midfield,AC Milan,2023,15295201
2303,Mateo Williams,Spain,Central Midfield,Arsenal FC,2023,19933873
2304,Diogo Santos,Brazil,Goalkeeper,West Ham United,2022,8548859
2305,Enzo Muller,France,Goalkeeper,Bayer 04 Leverkusen,2022,8860393
2306,Liam Silva,Germany,Left Winger,AS Roma,2023,15098875
2307,Enzo Schmidt,Italy,Left Winger,Ajax Amsterdam,2024,10120243
2308,Ben Costa,Netherlands,Centre-Back,Chelsea FC,2024,17569405
2309,Arthur Santos,Germany,Central Midfield,AC Milan,2024,7680052
2310,Enzo Costa,Germany,Left-Back,Real Sociedad,2023,4306879
2311,Leo Muller,England,Right-Back,Paris Saint-Germain,2024,32753757
2312,Antonio Schmidt,Spain,Goalkeeper,Liverpool FC,2022,34475801
2313,Javier Jones,Wales,Attacking Midfield,Aston Villa,2024,13083376
2314,Antonio Jones,Brazil,Central Midfield,Leicester City,2022,6020381
2315,Sven Schmidt,England,Attacking Midfield,AS Roma,2024,9026771
2316,Florian Rossi,France,Attacking Midfield,Arsenal FC,2022,35861168
2317,Arthur Silva,Germany,Left Winger,Leicester City,2022,9873781
2318,Sven Garcia,Germany,Centre-Back,SL Benfica,2024,6582924
2319,Hugo Jones,Brazil,Right-Back,Man City,2024,51220244
2320,Leo Dubois,Portugal,Left Winger,Arsenal FC,2024,30430174
2321,Florian Garcia,Portugal,Central Midfield,Inter Milan,2024,18011654
2322,Sven Schmidt,England,Defensive Midfield,Crystal Palace,2024,3385287
2323,Kai Brown,Spain,Centre-Forward,Everton FC,2022,8813826
2324,Ben Santos,France,Centre-Forward,Crystal Palace,2022,7254899
2325,Hugo Silva,Belgium,Centre-Back,SL Benfica,2024,11534815
2326,Kai Williams,Portugal,Centre-Forward,Bayern Munich,2024,59411160
2327,Sven Dubois,Germany,Left-Back,Inter Milan,2024,27937511
2328,Leo Schmidt,Italy,Goalkeeper,Tottenham Hotspur,2024,18667244
2329,Ben Santos,Spain,Right Winger,Ajax Amsterdam,2023,9927532
2330,Florian Santos,Germany,Central Midfield,Everton FC,2023,2978763
2331,Arthur Silva,England,Right Winger,FC Barcelona,2022,14043162
2332,Leo Muller,Portugal,Defensive Midfield,FC Porto,2023,2282504
2333,Owen Santos,Spain,Left Winger,Bayern Munich,2023,52561665
2334,Hugo Williams,Argentina,Right-Back,AS Roma,2022,2508389
2335,Kai Rossi,Portugal,Attacking Midfield,SSC Napoli,2022,13550860
2336,Ben Silva,Brazil,Centre-Forward,Juventus FC,2022,16930822
2337,Florian Garcia,France,Left-Back,Liverpool FC,2022,39957684
2338,Hugo Fernandez,Portugal,Attacking Midfield,Aston Villa,2024,7631505
2339,Kai Fernandez,Spain,Attacking Midfield,Olympique Lyon,2024,2880540
2340,Kai Bakker,France,Left-Back,Bayern Munich,2023,31245918
2341,Mateo Schmidt,England,Centre-Back,Inter Milan,2024,16613151
2342,Enzo Silva,Argentina,Left Winger,Sevilla FC,2022,13949258
2343,Javier Jones,Nigeria,Attacking Midfield,Ajax Amsterdam,2024,11745933
2344,Hugo Fernandez,England,Right-Back,West Ham United,2024,9113530
2345,Ben Schmidt,Germany,Centre-Forward,FC Porto,2024,4177753
2346,Antonio Dubois,England,Left-Back,Everton FC,2024,5249899
2347,Diogo Costa,England,Attacking Midfield,Ajax Amsterdam,2024,12493303
2348,Florian Silva,France,Central Midfield,Crystal Palace,2023,4170939
2349,Sven Dubois,Netherlands,Defensive Midfield,SSC Napoli,2024,12321364
2350,Leo Santos,France,Goalkeeper,Juventus FC,2022,11131028
2351,Mateo Schmidt,Spain,Left-Back,Olympique Marseille,2023,4022709
2352,Kai Costa,Brazil,Centre-Back,Man City,2023,20206501
2353,Leo Garcia,Brazil,Centre-Forward,AS Roma,2023,5607896
2354,Enzo Fernandez,Germany,Right-Back,Villarreal CF,2023,594542
2355,Leo Dubois,Spain,Attacking Midfield,Everton FC,2024,1677258
2356,Arthur Dubois,Argentina,Centre-Forward,Everton FC,2024,3274670
2357,Liam Schmidt,England,Right-Back,Villarreal CF,2023,1831405
2358,Javier Silva,Germany,Centre-Forward,Borussia Dortmund,2024,12082398
2359,Antonio Jones,France,Left Winger,Crystal Palace,2022,4842347
2360,Kai Brown,Brazil,Defensive Midfield,Olympique Marseille,2022,5637928
2361,Sven Schmidt,Portugal,Defensive Midfield,AS Roma,2024,12386452
2362,Enzo Santos,Argentina,Right Winger,Arsenal FC,2022,21485143
2363,Antonio Dubois,Brazil,Left-Back,Bayer 04 Leverkusen,2022,9784027
2364,Kai Schmidt,Portugal,Defensive Midfield,Tottenham Hotspur,2024,7479281
2365,Hugo Schmidt,Portugal,Centre-Back,Villarreal CF,2023,2864769
2366,Javier Costa,Brazil,Left Winger,Ajax Amsterdam,2022,3508717
2367,Hugo Costa,Brazil,Left Winger,Atlético de Madrid,2023,31784676
2368,Ben Costa,Netherlands,Left Winger,Bayern Munich,2023,58004130
2369,Sven Dubois,Argentina,Centre-Forward,Crystal Palace,2024,3057850
2370,Sven Bakker,Brazil,Goalkeeper,Olympique Marseille,2023,4232246
2371,Enzo Williams,Spain,Goalkeeper,Inter Milan,2023,28651968
2372,Mateo Bakker,France,Left-Back,Sevilla FC,2023,18762250
2373,Diogo Williams,Colombia,Left-Back,Villarreal CF,2022,6455251
2374,Liam Williams,Portugal,Centre-Forward,Arsenal FC,2023,22260678
2375,Owen Costa,Germany,Centre-Forward,SSC Napoli,2024,22835840
2376,Javier Williams,Portugal,Right Winger,Borussia Dortmund,2024,14222682
2377,Antonio Muller,Brazil,Left Winger,Olympique Marseille,2023,6636651
2378,Hugo Rossi,France,Central Midfield,Olympique Marseille,2023,1278858
2379,Enzo Brown,France,Attacking Midfield,Real Sociedad,2022,4685664
2380,Javier Brown,Spain,Centre-Forward,Leicester City,2023,1886205
2381,Owen Dubois,Brazil,Centre-Forward,FC Barcelona,2022,29134157
2382,Javier Jones,England,Left-Back,Arsenal FC,2022,28578549
2383,Ben Fernandez,England,Central Midfield,Leicester City,2022,2442543
2384,Arthur Fernandez,Uruguay,Left-Back,Olympique Marseille,2024,5859745
2385,Sven Muller,Portugal,Right-Back,Ajax Amsterdam,2024,4821584
2386,Diogo Costa,France,Centre-Forward,Tottenham Hotspur,2023,16271729
